"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation"
2023,"AK","Alaska","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,528",63.9,61.1,66.8,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",2,"SEX2","CAT2","_PAINDX3","RESP046","    (64.84507995700051, -147.72205903599973)"
2023,"AK","Alaska","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","717",31.4,28.7,34,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",2,"SEX2","CAT2","_PASTAE3","RESP046","    (64.84507995700051, -147.72205903599973)"
2023,"AK","Alaska","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,039",40.4,37.8,43.1,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",2,"SEX2","CAT2","_PASTRNG","RESP046","    (64.84507995700051, -147.72205903599973)"
2023,"AK","Alaska","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,129",78.8,76.6,81,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",2,"SEX2","CAT2","_TOTINDA","RESP046","    (64.84507995700051, -147.72205903599973)"
2023,"AL","Alabama","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,158",53.2,50.4,56.1,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",1,"SEX2","CAT2","_PAINDX3","RESP046","    (32.84057112200048, -86.63186076199969)"
2023,"AL","Alabama","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","464",21.7,19.3,24.1,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",1,"SEX2","CAT2","_PASTAE3","RESP046","    (32.84057112200048, -86.63186076199969)"
2023,"AL","Alabama","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","755",29.5,27.1,31.9,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",1,"SEX2","CAT2","_PASTRNG","RESP046","    (32.84057112200048, -86.63186076199969)"
2023,"AL","Alabama","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,699",67.2,64.6,69.7,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",1,"SEX2","CAT2","_TOTINDA","RESP046","    (32.84057112200048, -86.63186076199969)"
2023,"AR","Arkansas","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,279",49.5,46.9,52.2,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",5,"SEX2","CAT2","_PAINDX3","RESP046","    (34.74865012400045, -92.27449074299966)"
2023,"AR","Arkansas","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","598",23.5,21.3,25.8,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",5,"SEX2","CAT2","_PASTAE3","RESP046","    (34.74865012400045, -92.27449074299966)"
2023,"AR","Arkansas","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,049",35.5,33.1,37.8,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",5,"SEX2","CAT2","_PASTRNG","RESP046","    (34.74865012400045, -92.27449074299966)"
2023,"AR","Arkansas","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,898",64.3,61.9,66.6,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",5,"SEX2","CAT2","_TOTINDA","RESP046","    (34.74865012400045, -92.27449074299966)"
2023,"AZ","Arizona","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,505",60.6,58.6,62.6,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",4,"SEX2","CAT2","_PAINDX3","RESP046","    (34.865970280000454, -111.76381127699972)"
2023,"AZ","Arizona","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,688",29.4,27.5,31.3,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",4,"SEX2","CAT2","_PASTAE3","RESP046","    (34.865970280000454, -111.76381127699972)"
2023,"AZ","Arizona","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,534",40.1,38.2,42.1,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",4,"SEX2","CAT2","_PASTRNG","RESP046","    (34.865970280000454, -111.76381127699972)"
2023,"AZ","Arizona","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","4,862",75.6,73.9,77.2,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",4,"SEX2","CAT2","_TOTINDA","RESP046","    (34.865970280000454, -111.76381127699972)"
2023,"CA","California","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,138",61.4,59.3,63.4,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",6,"SEX2","CAT2","_PAINDX3","RESP046","    (37.63864012300047, -120.99999953799971)"
2023,"CA","California","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,340",25.9,24,27.8,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",6,"SEX2","CAT2","_PASTAE3","RESP046","    (37.63864012300047, -120.99999953799971)"
2023,"CA","California","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,012",34.5,32.6,36.4,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",6,"SEX2","CAT2","_PASTRNG","RESP046","    (37.63864012300047, -120.99999953799971)"
2023,"CA","California","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","4,354",75.3,73.6,77,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",6,"SEX2","CAT2","_TOTINDA","RESP046","    (37.63864012300047, -120.99999953799971)"
2023,"CO","Colorado","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,578",66.6,64.7,68.5,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",8,"SEX2","CAT2","_PAINDX3","RESP046","    (38.843840757000464, -106.13361092099967)"
2023,"CO","Colorado","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,262",33.4,31.4,35.3,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",8,"SEX2","CAT2","_PASTAE3","RESP046","    (38.843840757000464, -106.13361092099967)"
2023,"CO","Colorado","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,793",41.5,39.6,43.4,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",8,"SEX2","CAT2","_PASTRNG","RESP046","    (38.843840757000464, -106.13361092099967)"
2023,"CO","Colorado","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,572",81.5,80,83,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",8,"SEX2","CAT2","_TOTINDA","RESP046","    (38.843840757000464, -106.13361092099967)"
2023,"CT","Connecticut","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,379",54.2,51.7,56.7,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",9,"SEX2","CAT2","_PAINDX3","RESP046","    (41.56266102000046, -72.64984095199964)"
2023,"CT","Connecticut","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,188",27.6,25.4,29.8,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",9,"SEX2","CAT2","_PASTAE3","RESP046","    (41.56266102000046, -72.64984095199964)"
2023,"CT","Connecticut","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,894",39.5,37.3,41.8,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",9,"SEX2","CAT2","_PASTRNG","RESP046","    (41.56266102000046, -72.64984095199964)"
2023,"CT","Connecticut","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,574",71.5,69.4,73.6,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",9,"SEX2","CAT2","_TOTINDA","RESP046","    (41.56266102000046, -72.64984095199964)"
2023,"DC","District of Columbia","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,044",65.8,62.2,69.4,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",11,"SEX2","CAT2","_PAINDX3","RESP046","    (38.89037138500049, -77.03196112699965)"
2023,"DC","District of Columbia","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","533",35.2,31.7,38.8,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",11,"SEX2","CAT2","_PASTAE3","RESP046","    (38.89037138500049, -77.03196112699965)"
2023,"DC","District of Columbia","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","759",43.8,40.3,47.3,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",11,"SEX2","CAT2","_PASTRNG","RESP046","    (38.89037138500049, -77.03196112699965)"
2023,"DC","District of Columbia","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,474",82.4,79.6,85.1,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",11,"SEX2","CAT2","_TOTINDA","RESP046","    (38.89037138500049, -77.03196112699965)"
2023,"DE","Delaware","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,178",57.8,54.6,60.9,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",10,"SEX2","CAT2","_PAINDX3","RESP046","    (39.008830667000495, -75.57774116799965)"
2023,"DE","Delaware","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","513",24.9,22.1,27.6,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",10,"SEX2","CAT2","_PASTAE3","RESP046","    (39.008830667000495, -75.57774116799965)"
2023,"DE","Delaware","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","803",34.3,31.5,37.2,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",10,"SEX2","CAT2","_PASTRNG","RESP046","    (39.008830667000495, -75.57774116799965)"
2023,"DE","Delaware","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,677",70.9,68.2,73.5,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",10,"SEX2","CAT2","_TOTINDA","RESP046","    (39.008830667000495, -75.57774116799965)"
2023,"FL","Florida","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,700",56.5,53.8,59.2,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",12,"SEX2","CAT2","_PAINDX3","RESP046","    (28.932040377000476, -81.92896053899966)"
2023,"FL","Florida","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,752",27.8,25.4,30.2,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",12,"SEX2","CAT2","_PASTAE3","RESP046","    (28.932040377000476, -81.92896053899966)"
2023,"FL","Florida","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,759",39.3,36.8,41.8,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",12,"SEX2","CAT2","_PASTRNG","RESP046","    (28.932040377000476, -81.92896053899966)"
2023,"FL","Florida","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","5,123",72.2,69.9,74.5,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",12,"SEX2","CAT2","_TOTINDA","RESP046","    (28.932040377000476, -81.92896053899966)"
2023,"GA","Georgia","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,265",57.3,54.9,59.6,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",13,"SEX2","CAT2","_PAINDX3","RESP046","    (32.83968109300048, -83.62758034599966)"
2023,"GA","Georgia","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,067",27.3,25.1,29.4,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",13,"SEX2","CAT2","_PASTAE3","RESP046","    (32.83968109300048, -83.62758034599966)"
2023,"GA","Georgia","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,730",38.5,36.3,40.7,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",13,"SEX2","CAT2","_PASTRNG","RESP046","    (32.83968109300048, -83.62758034599966)"
2023,"GA","Georgia","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,255",73,71.1,74.9,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",13,"SEX2","CAT2","_TOTINDA","RESP046","    (32.83968109300048, -83.62758034599966)"
2023,"GU","Guam","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","324",51.3,45.1,57.5,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",66,"SEX2","CAT2","_PAINDX3","RESP046","    (13.444304, 144.793731)"
2023,"GU","Guam","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","163",28.2,22.1,34.3,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",66,"SEX2","CAT2","_PASTAE3","RESP046","    (13.444304, 144.793731)"
2023,"GU","Guam","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","282",37.2,31.5,43,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",66,"SEX2","CAT2","_PASTRNG","RESP046","    (13.444304, 144.793731)"
2023,"GU","Guam","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","468",64.1,58.6,69.6,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",66,"SEX2","CAT2","_TOTINDA","RESP046","    (13.444304, 144.793731)"
2023,"HI","Hawaii","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,308",59,56.5,61.6,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",15,"SEX2","CAT2","_PAINDX3","RESP046","    (21.304850435000446, -157.85774940299973)"
2023,"HI","Hawaii","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,036",25.2,23.2,27.2,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",15,"SEX2","CAT2","_PASTAE3","RESP046","    (21.304850435000446, -157.85774940299973)"
2023,"HI","Hawaii","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,566",35.5,33.3,37.7,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",15,"SEX2","CAT2","_PASTRNG","RESP046","    (21.304850435000446, -157.85774940299973)"
2023,"HI","Hawaii","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,164",74.7,72.6,76.9,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",15,"SEX2","CAT2","_TOTINDA","RESP046","    (21.304850435000446, -157.85774940299973)"
2023,"IA","Iowa","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,191",57.8,55.7,59.8,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",19,"SEX2","CAT2","_PAINDX3","RESP046","    (42.46940091300047, -93.81649055599968)"
2023,"IA","Iowa","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","937",24.9,23.1,26.8,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",19,"SEX2","CAT2","_PASTAE3","RESP046","    (42.46940091300047, -93.81649055599968)"
2023,"IA","Iowa","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,482",33.7,31.9,35.6,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",19,"SEX2","CAT2","_PASTRNG","RESP046","    (42.46940091300047, -93.81649055599968)"
2023,"IA","Iowa","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,297",74.9,73.2,76.5,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",19,"SEX2","CAT2","_TOTINDA","RESP046","    (42.46940091300047, -93.81649055599968)"
2023,"ID","Idaho","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,785",63.6,61.2,66.1,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",16,"SEX2","CAT2","_PAINDX3","RESP046","    (43.682630005000476, -114.3637300419997)"
2023,"ID","Idaho","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","704",27.3,24.9,29.6,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",16,"SEX2","CAT2","_PASTAE3","RESP046","    (43.682630005000476, -114.3637300419997)"
2023,"ID","Idaho","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,094",35.8,33.4,38.2,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",16,"SEX2","CAT2","_PASTRNG","RESP046","    (43.682630005000476, -114.3637300419997)"
2023,"ID","Idaho","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,548",78,76.2,79.9,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",16,"SEX2","CAT2","_TOTINDA","RESP046","    (43.682630005000476, -114.3637300419997)"
2023,"IL","Illinois","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,406",60.4,57.6,63.3,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",17,"SEX2","CAT2","_PAINDX3","RESP046","    (40.48501028300046, -88.99771017799969)"
2023,"IL","Illinois","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","656",28.2,25.6,30.7,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",17,"SEX2","CAT2","_PASTAE3","RESP046","    (40.48501028300046, -88.99771017799969)"
2023,"IL","Illinois","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","978",36.7,34.2,39.3,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",17,"SEX2","CAT2","_PASTRNG","RESP046","    (40.48501028300046, -88.99771017799969)"
2023,"IL","Illinois","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,049",77.9,75.6,80.1,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",17,"SEX2","CAT2","_TOTINDA","RESP046","    (40.48501028300046, -88.99771017799969)"
2023,"IN","Indiana","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,025",58.1,56.3,59.9,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",18,"SEX2","CAT2","_PAINDX3","RESP046","    (39.766910452000445, -86.14996019399968)"
2023,"IN","Indiana","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,348",26.1,24.5,27.7,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",18,"SEX2","CAT2","_PASTAE3","RESP046","    (39.766910452000445, -86.14996019399968)"
2023,"IN","Indiana","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,121",36.5,34.8,38.1,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",18,"SEX2","CAT2","_PASTRNG","RESP046","    (39.766910452000445, -86.14996019399968)"
2023,"IN","Indiana","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","4,206",71.9,70.4,73.4,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",18,"SEX2","CAT2","_TOTINDA","RESP046","    (39.766910452000445, -86.14996019399968)"
2023,"KS","Kansas","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,492",55.8,53.7,57.9,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",20,"SEX2","CAT2","_PAINDX3","RESP046","    (38.34774030000045, -98.20078122699965)"
2023,"KS","Kansas","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,037",23.9,22.1,25.7,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",20,"SEX2","CAT2","_PASTAE3","RESP046","    (38.34774030000045, -98.20078122699965)"
2023,"KS","Kansas","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,698",35,33.1,36.9,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",20,"SEX2","CAT2","_PASTRNG","RESP046","    (38.34774030000045, -98.20078122699965)"
2023,"KS","Kansas","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","3,656",73.2,71.5,74.9,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",20,"SEX2","CAT2","_TOTINDA","RESP046","    (38.34774030000045, -98.20078122699965)"
2023,"LA","Louisiana","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,276",50.9,48.3,53.4,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",22,"SEX2","CAT2","_PAINDX3","RESP046","    (31.31266064400046, -92.44568007099969)"
2023,"LA","Louisiana","Physical Activity","Physical Activity Index","Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","566",24.2,21.9,26.4,"3,666","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC45",22,"SEX2","CAT2","_PASTAE3","RESP046","    (31.31266064400046, -92.44568007099969)"
2023,"LA","Louisiana","Physical Activity","Strength Activity","Participated in muscle strengthening exercises two or more times per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","950",36.5,34.1,38.9,"3,722","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC56",22,"SEX2","CAT2","_PASTRNG","RESP046","    (31.31266064400046, -92.44568007099969)"
2023,"LA","Louisiana","Physical Activity","Exercise","During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","1,892",66.4,64.2,68.6,"4,414","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC23",22,"SEX2","CAT2","_TOTINDA","RESP046","    (31.31266064400046, -92.44568007099969)"
2023,"MA","Massachusetts","Physical Activity","Aerobic Activity","Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions)","Yes","Female","Sex","2,666",62,59.7,64.3,"3,610","%","Crude Prevalence","","","BRFSS","CLASS15","TOPIC01",25,"SEX2","CAT2","_PAINDX3","RESP046","    (42.27687047000046, -72.08269067499964)"
